trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,text_end.started,text_end.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1.0,m,004_o_m_n_a.jpg,neutral,s,17,3,855.0986906999999,855.3946845799999,855.5913785999999,855.7586613800001,855.7636946999999,855.8045268799999,855.8094118000001,856.4714043800002,s,1,0.6510227999997369,651.0227999997369,855.8094118000001,856.4714043800002,856.4778324000001,858.2531627800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,12.0,f,040_y_f_h_a.jpg,happy,d,1,3,858.2561489000002,858.5532195799999,858.5705912999999,858.5789251799999,858.5794506999998,858.6155233800002,858.6159905000002,859.3464067799998,s,0,0.7164372000002004,716.4372000002004,858.6159905000002,859.3464067799998,859.354626,860.6948362800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,1.0,m,004_o_m_s_a.jpg,sad,a,17,3,860.6980310000001,860.9947948800002,861.0139009000002,861.1465337800003,861.1497068000001,861.18788638,861.1910535999998,861.70688038,a,1,0.5013617999998132,501.36179999981323,861.1910535999998,861.70688038,861.7129520999999,862.8448667800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,4.0,m,016_y_m_n_a.jpg,neutral,s,1,3,862.8500207,863.14487618,863.3888862000001,863.3972200800001,863.3978468000003,863.43260098,863.4324945000001,864.1070977800002,a,0,0.6678735999998935,667.8735999998935,863.4324945000001,864.1070977800002,864.113036,865.8449526800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,1.0,m,004_o_m_s_a.jpg,sad,a,1,3,865.8488958,866.1449604800002,866.1666293999999,866.1749632799999,866.1762919999999,866.2133624800001,866.2136238,866.8416706800001,a,1,0.6146929000001364,614.6929000001364,866.2136238,866.8416706800001,866.8483680000002,868.42008108,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2.0,m,008_y_m_h_a.jpg,happy,d,17,3,868.4242185,868.71995188,868.7435839000002,868.8800824799998,868.8845819000001,868.92539048,868.9305735999999,869.3578214800002,d,1,0.41784450000022844,417.84450000022844,868.9305735999999,869.3578214800002,869.3695894999998,871.3367561799998,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,9.0,f,021_o_f_s_a.jpg,sad,a,17,3,871.3427663999998,871.63674238,871.6579761,871.7884334799999,871.7928589,871.8336329800002,871.8388892999999,872.28756628,a,1,0.4376417999997102,437.6417999997102,871.8388892999999,872.28756628,872.2992922999999,873.3951118799998,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,7.0,f,012_o_f_n_a.jpg,neutral,s,17,3,873.3983332,873.6950268799999,873.9090222000002,874.0685217799999,874.0716728999998,874.11001078,874.1138591000001,874.6937024800002,s,1,0.5626121000000239,562.6121000000239,874.1138591000001,874.6937024800002,874.7060588000002,875.82017978,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,1.0,m,004_o_m_h_a.jpg,happy,d,1,3,875.8229149000001,876.1200773799999,876.3151129999999,876.3234468799999,876.3241627999998,876.3608217799999,876.3610053,877.01213798,s,0,0.6431075000000419,643.1075000000419,876.3610053,877.01213798,877.0144716000002,878.0452234800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,8.0,f,019_m_f_h_a.jpg,happy,d,17,3,878.0505701,878.3453202799999,878.3713682,878.5051621800001,878.5070905999999,878.5463750800002,878.5494202000002,878.9662513800001,d,1,0.4070934999999736,407.0934999999736,878.5494202000002,878.9662513800001,878.9754168000002,880.92025838,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,6.0,m,033_o_m_s_a.jpg,sad,a,17,3,880.9234171999999,881.2202517799999,881.2409439999999,881.3719518800001,881.3752078999999,881.4133259799999,881.4156423000002,882.6127420800001,a,1,1.1886580999998841,1188.6580999998841,881.4156423000002,882.6127420800001,882.6214400000001,884.3286304800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,1.0,m,004_o_m_h_a.jpg,happy,d,1,3,884.3326774,884.6286989799999,884.8442719000002,884.8526057800002,884.8536551,884.8883188799998,884.8879880000002,885.6860229800002,a,0,0.7883995999995932,788.3995999995932,884.8879880000002,885.6860229800002,885.6931821999999,887.6203646800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3.0,m,013_y_m_h_a.jpg,happy,d,17,3,887.6244727000001,887.9204053800001,888.1589007999999,888.3124298800001,888.3174572999999,888.3582229800002,888.3625333000002,888.77949418,d,1,0.4098450999999841,409.8450999999841,888.3625333000002,888.77949418,888.7910362,890.2872230800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,12.0,f,040_y_f_n_a.jpg,neutral,s,17,3,890.2926688999999,890.5870928800002,890.8043080999998,890.9703167800001,890.9749469999999,891.0153968800003,891.0196586,891.5809928800002,s,1,0.5528352999999697,552.8352999999697,891.0196586,891.5809928800002,891.5891312000001,893.0205008800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2.0,m,008_y_m_h_a.jpg,happy,d,17,3,893.0235541999998,893.32048968,893.3435152999998,893.4805082800001,893.4840519000002,893.5249860800002,893.5303408000002,893.99024158,d,1,0.44985989999986487,449.85989999986487,893.5303408000002,893.99024158,893.9971754000001,895.9788853799998,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,4.0,m,016_y_m_s_a.jpg,sad,a,1,3,895.9820158,896.2788837800001,896.3003658999999,896.3086997799999,896.3089625999999,896.34672858,896.3465803000001,897.1654966799999,s,0,0.8097387999996499,809.7387999996499,896.3465803000001,897.1654966799999,897.1755421999999,898.8956556800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,6.0,m,033_o_m_s_a.jpg,sad,a,17,3,898.8998248999999,899.1956677800001,899.2146853000002,899.3472902800002,899.3498098000002,899.3884371800002,899.3911458999999,899.9917993800002,a,1,0.5892134999999143,589.2134999999143,899.3911458999999,899.9917993800002,900.0003657,901.8539609800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,8.0,f,019_m_f_s_a.jpg,sad,a,17,3,901.8540540000001,902.1540884799999,902.4040662,902.5740020800001,902.5778604,902.6170315800002,902.6216660000002,903.0694082799998,a,1,0.4388576999999714,438.8576999999714,902.6216660000002,903.0694082799998,903.0809554999998,904.5457727800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,6.0,m,033_o_m_n_a.jpg,neutral,s,1,3,904.5497622999999,904.8458465800002,905.0360923000001,905.0444261800001,905.0476028,905.08675488,905.0918527000001,905.9570311800001,a,0,0.8566365000001497,856.6365000001497,905.0918527000001,905.9570311800001,905.9677773999999,907.8374257799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,3.0,m,013_y_m_n_a.jpg,neutral,s,1,3,907.8413764,908.1375422799999,908.3714038,908.3797376800001,908.3805043999998,908.4147731800001,908.4144225000002,909.5458089800002,s,1,1.1179508999998689,1117.9508999998689,908.4144225000002,909.5458089800002,909.5485476000001,910.7375014800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1.0,m,004_o_m_h_a.jpg,happy,d,17,3,910.7416091000002,911.0376005800001,911.2424581000002,911.41241608,911.4170580000002,911.4583561800002,911.4624895,911.83831588,d,1,0.365929099999903,365.929099999903,911.4624895,911.83831588,911.8488427999998,913.5875298799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,4.0,m,016_y_m_n_a.jpg,neutral,s,1,3,913.5907663,913.8874458799999,914.1227126000001,914.1310464800001,914.1311549999998,914.17128828,914.1760962000001,914.77833338,d,0,0.5882947000000058,588.2947000000058,914.1760962000001,914.77833338,914.7883130000002,915.9627182800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,5.0,m,027_o_m_s_a.jpg,sad,a,17,3,915.9656994,916.26268878,916.2788781000002,916.4191987800002,916.4227861000002,916.4636413800001,916.4686697,917.3265612799999,a,1,0.8478099999997539,847.8099999997539,916.4686697,917.3265612799999,917.3372992000002,918.69608898,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,2.0,m,008_y_m_n_a.jpg,neutral,s,17,3,918.7001518999998,918.9960929800002,919.2213921999999,919.3884510800001,919.3926343,919.4334819799999,919.4378217999999,920.0076016800001,s,1,0.5585420000002159,558.5420000002159,919.4378217999999,920.0076016800001,920.0139510000001,921.3709400800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,8.0,f,019_m_f_h_a.jpg,happy,d,1,3,921.3737959000002,921.6711264799999,921.6936444,921.70197828,921.7024453000001,921.73892628,921.7400344,922.3558930800002,d,1,0.6003872000001138,600.3872000001138,921.7400344,922.3558930800002,922.3604379000001,923.7460966800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,2.0,m,008_y_m_n_a.jpg,neutral,s,1,3,923.7488910999998,924.04610798,924.2806317000002,924.2889655800002,924.2891542999998,924.3237673800002,924.3233897000002,924.9838774799998,s,1,0.6489840999997796,648.9840999997796,924.3233897000002,924.9838774799998,924.9925108,926.8794855799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,12.0,f,040_y_f_h_a.jpg,happy,d,1,3,926.8823977,927.17949458,927.2008729000001,927.2092067800002,927.2098757000001,927.2473256800001,927.2487702000001,927.9076302800001,d,1,0.6435566999998628,643.5566999998628,927.2487702000001,927.9076302800001,927.9142168999999,929.29617958,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,3.0,m,013_y_m_h_a.jpg,happy,d,1,3,929.3006542,929.5961698799999,929.8366763000001,929.8450101800001,929.8457744999998,929.8858535800002,929.8907964000002,930.48305908,d,1,0.5777088999998341,577.7088999998341,929.8907964000002,930.48305908,930.4955667000002,932.21290548,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,8.0,f,019_m_f_s_a.jpg,sad,a,17,3,932.2160179999998,932.5129345799999,932.7388976999998,932.89942228,932.9043149000001,932.9440422800001,932.9492596000002,933.3974154800001,a,1,0.43137590000014825,431.37590000014825,932.9492596000002,933.3974154800001,933.4079471000002,935.37960168,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,10.0,f,028_y_f_h_a.jpg,happy,d,1,3,935.3827053000002,935.6796839800002,935.6997180000001,935.7080518800001,935.7088560999998,935.7440919799999,935.7443578,936.55667298,a,0,0.8039119999998547,803.9119999998547,935.7443578,936.55667298,936.5640237,938.27137268,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,4.0,m,016_y_m_s_a.jpg,sad,a,1,3,938.2743744000002,938.5713905800001,938.5869469000002,938.5952807800002,938.5952098,938.6306878799999,938.6310673999999,939.1216255800002,s,0,0.4771252000000459,477.1252000000459,938.6310673999999,939.1216255800002,939.1263603,940.8547531800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,2.0,m,008_y_m_h_a.jpg,happy,d,17,3,940.8587405000001,941.1547689800002,941.1756349999998,941.3064070799999,941.3096346,941.3486121799999,941.3520096999998,941.8061560799999,d,1,0.44436899999982415,444.36899999982415,941.3520096999998,941.8061560799999,941.8167424999999,943.5131367800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,1.0,m,004_o_m_n_a.jpg,neutral,s,17,3,943.5159775,943.8130501799999,944.0240507000001,944.1824332799999,944.1869788000001,944.2277584800001,944.2327584000002,944.79374618,s,1,0.5475805999999466,547.5805999999466,944.2327584000002,944.79374618,944.8032541,946.68820888,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,7.0,f,012_o_f_h_a.jpg,happy,d,17,3,946.6914379000002,946.9883172799998,947.0139842000001,947.1481466799999,947.1515231999999,947.1893849800001,947.1927696,947.7871416800001,d,1,0.5796000000000276,579.6000000000276,947.1927696,947.7871416800001,947.7965121,949.43000018,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,9.0,f,021_o_f_h_a.jpg,happy,d,17,3,949.4357560999999,949.7300106800001,949.9479712,950.10823448,950.112644,950.1536851799999,950.1578531000002,950.63723878,d,1,0.4624776999999085,462.4776999999085,950.1578531000002,950.63723878,950.6476703000001,951.66338208,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,10.0,f,028_y_f_h_a.jpg,happy,d,1,3,951.6674899000002,951.9632966800002,951.9856846,951.99401848,951.9942924,952.0311631800002,952.0325696000002,952.6878345799998,d,1,0.6437501000000339,643.7501000000339,952.0325696000002,952.6878345799998,952.6959149000002,953.9466884800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,4.0,m,016_y_m_s_a.jpg,sad,a,1,3,953.9495860999998,954.2466024799999,954.2620597000002,954.2703935800002,954.2710551000002,954.3062173800001,954.3072970000001,954.84456118,d,0,0.5289366000001792,528.9366000001792,954.3072970000001,954.84456118,954.8519723000002,956.7884338800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,6.0,m,033_o_m_s_a.jpg,sad,a,1,3,956.7912400000002,957.0884131800001,957.1074694000001,957.1158032800001,957.1163856999999,957.1526157800001,957.1522299999999,957.7387896799999,d,0,0.5719555000000582,571.9555000000582,957.1522299999999,957.7387896799999,957.7429531999999,959.7051079800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,12.0,f,040_y_f_s_a.jpg,sad,a,17,3,959.7092893000001,960.0051390800002,960.0277070999998,960.16507978,960.1682985,960.2063531800002,960.2098819,960.7502257799999,a,1,0.5304080999999314,530.4080999999314,960.2098819,960.7502257799999,960.7615376000001,962.69681608,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,3.0,m,013_y_m_s_a.jpg,sad,a,1,3,962.7007248000002,962.99683058,963.0092799000001,963.0176137800001,963.0181500000001,963.05231028,963.0527009999998,963.9504287799998,a,1,0.8875441000000137,887.5441000000137,963.0527009999998,963.9504287799998,963.9579209999999,965.5886126799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2.0,m,008_y_m_s_a.jpg,sad,a,17,3,965.5947926000001,965.8886262799999,966.1291174999999,966.2854855799999,966.2905450000001,966.33112198,966.335331,966.75310208,a,1,0.4054277000000184,405.4277000000184,966.335331,966.75310208,966.7640481999999,968.6886841799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,7.0,f,012_o_f_s_a.jpg,sad,a,17,3,968.6927847,968.9886928799999,969.0099975,969.1402822799998,969.1431722,969.1815140800002,969.1845562999999,969.6134454800001,a,1,0.41977339999994,419.77339999994,969.1845562999999,969.6134454800001,969.6221011999999,970.8053623799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,7.0,f,012_o_f_h_a.jpg,happy,d,1,3,970.8083844,971.1054761799999,971.1298761999999,971.1382100799999,971.1386076000001,971.17587028,971.1763334999998,971.7740070799998,a,0,0.5880445999996482,588.0445999996482,971.1763334999998,971.7740070799998,971.7811259000002,972.9804644799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,10.0,f,028_y_f_n_a.jpg,neutral,s,1,3,972.9836720000001,973.2804404800002,973.4923142999999,973.5006481799999,973.5008777999999,973.5358464799999,973.5359611000001,974.33271928,s,1,0.780520499999966,780.520499999966,973.5359611000001,974.33271928,974.3412624999999,975.3887543799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,9.0,f,021_o_f_n_a.jpg,neutral,s,17,3,975.3929446999998,975.68877008,975.8930459000001,976.0623855800002,976.0670051,976.1077181799999,976.1128440999998,976.6027047800001,s,1,0.47548660000029486,475.48660000029486,976.1128440999998,976.6027047800001,976.6122739,978.3971500800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,6.0,m,033_o_m_s_a.jpg,sad,a,1,3,978.4014540999999,978.69719698,978.7170643000002,978.7253981800002,978.7261882,978.76084728,978.7604294999999,979.4365837799999,s,0,0.6678883999998106,667.8883999998106,978.7604294999999,979.4365837799999,979.4439467999998,980.5555556800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,1.0,m,004_o_m_s_a.jpg,sad,a,1,3,980.5584738,980.8555484800002,980.8747641000002,980.8830979800002,980.8845855000002,980.9211038800001,980.9213812,981.57356598,s,0,0.6429315000000315,642.9315000000315,980.9213812,981.57356598,981.5799794000002,982.6805777800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,7.0,f,012_o_f_n_a.jpg,neutral,s,1,3,982.6854052000001,982.9806982799998,983.1925883000001,983.2009221800001,983.2016583000002,983.2366781799999,983.2364673999998,984.11580308,s,1,0.8718905999999151,871.8905999999151,983.2364673999998,984.11580308,984.1232772000001,985.5973414799998,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,4.0,m,016_y_m_h_a.jpg,happy,d,17,3,985.6006009999999,985.8973687800001,985.9188034000001,986.0490087800001,986.0510360000001,986.0902971799999,986.0926993,986.48876408,d,1,0.383744299999762,383.744299999762,986.0926993,986.48876408,986.4968090999998,987.8306565800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,5.0,m,027_o_m_s_a.jpg,sad,a,17,3,987.8348475,988.1307423800001,988.1521252999999,988.2822382800002,988.2845238000002,988.3235129800003,988.3268518000002,988.85243018,a,1,0.5175209999997605,517.5209999997605,988.3268518000002,988.85243018,988.8609257,990.34735858,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
